issue_id,design_decisions,parent_id,summary,issue_type,status,priority,resolution,created,updated,resolved,comment_count,downloaded_comment_count,downloaded_human_comment_count,attachment_count
MAPREDUCE-5278,True False False,,Distributed cache is broken when JT staging dir is not on the default FS,Bug,Resolved,Major,Fixed,2013-05-28T06:15:27.521+0000,2013-07-09T19:40:20.698+0000,2013-07-09T18:56:39.157+0000,19,19,14,5
MAPREDUCE-5269,True False False,,Preemption of Reducer (and Shuffle) via checkpointing,Improvement,Patch Available,Major,,2013-05-22T21:52:45.460+0000,2017-02-22T23:59:03.704+0000,,18,18,11,7
MAPREDUCE-5268,False True False,,Improve history server startup performance,Improvement,Closed,Major,Fixed,2013-05-22T20:12:12.920+0000,2014-11-03T18:05:37.093+0000,2013-06-03T14:53:18.308+0000,28,28,18,6
MAPREDUCE-5267,True True False,,History server should be more robust when cleaning old jobs,Improvement,Open,Major,,2013-05-22T20:03:54.710+0000,2017-01-07T01:59:58.342+0000,,14,14,10,2
MAPREDUCE-5246,True False False,,Adding application type to submission context,Improvement,Closed,Major,Fixed,2013-05-14T09:01:18.086+0000,2013-08-27T22:22:04.961+0000,2013-05-23T18:03:53.223+0000,10,10,6,4
MAPREDUCE-5197,True False False,,Checkpoint Service: a library component to facilitate checkpoint of task state,Improvement,Resolved,Major,Fixed,2013-04-30T18:51:51.865+0000,2016-05-12T18:22:55.910+0000,2013-12-17T21:38:26.359+0000,10,10,2,5
MAPREDUCE-5196,True False False,,CheckpointAMPreemptionPolicy implements preemption in MR AM via checkpointing ,Improvement,Resolved,Major,Fixed,2013-04-30T17:50:47.215+0000,2017-10-13T18:07:41.375+0000,2013-12-28T21:59:30.834+0000,26,26,16,5
MAPREDUCE-5189,True False False,MAPREDUCE-4584,Basic AM changes to support preemption requests (per YARN-45),Sub-task,Resolved,Major,Fixed,2013-04-27T02:57:22.734+0000,2016-05-12T18:22:30.995+0000,2013-12-17T22:53:58.034+0000,12,12,4,6
MAPREDUCE-5177,True False False,,Move to common utils FileUtil#setReadable/Writable/Executable and FileUtil#canRead/Write/Execute,Bug,Closed,Major,Fixed,2013-04-24T05:33:29.902+0000,2016-05-12T18:24:12.182+0000,2013-04-29T23:01:05.759+0000,12,12,7,2
MAPREDUCE-5168,True False False,,Reducer can OOM during shuffle because on-disk output stream not released,Bug,Resolved,Critical,Fixed,2013-04-19T04:01:45.509+0000,2013-05-14T17:04:02.157+0000,2013-05-14T17:04:02.132+0000,11,11,9,2
MAPREDUCE-5120,True False False,,Allow app master to use tracing async dispatcher,Improvement,Open,Major,,2013-03-31T05:49:36.811+0000,2013-05-02T02:30:03.313+0000,,0,0,0,0
MAPREDUCE-5153,True False False,,Support for running combiners without reducers,New Feature,Open,Major,,2013-04-16T15:41:10.548+0000,2013-07-26T12:35:29.555+0000,,4,4,4,0
MAPREDUCE-5135,True False False,,Allow for a plugin to process JH files as they are transferred from MR AM to JHS,New Feature,Open,Minor,,2013-04-06T06:34:46.229+0000,2013-04-06T06:34:46.229+0000,,0,0,0,0
MAPREDUCE-5124,False True False,,AM lacks flow control for task events,Bug,Resolved,Major,Fixed,2013-04-02T14:30:05.439+0000,2018-02-14T17:31:59.250+0000,2017-12-01T20:36:13.963+0000,69,69,60,19
MAPREDUCE-5093,True False False,,Improve RM and HS token acquisition during job submission,Improvement,Open,Major,,2013-03-22T14:50:07.417+0000,2016-05-12T18:24:47.080+0000,,0,0,0,0
MAPREDUCE-5079,True True False,,Recovery should restore task state from job history info directly,Improvement,Closed,Critical,Fixed,2013-03-18T19:52:19.290+0000,2015-03-18T11:58:25.803+0000,2013-04-11T05:03:48.700+0000,27,27,16,6
MAPREDUCE-5063,True False False,,"Transfering mapper output  (key,value) pair to multiple reducer ",Wish,Open,Minor,,2013-03-13T08:55:15.658+0000,2013-03-25T15:35:51.036+0000,,5,5,5,0
MAPREDUCE-5026,True True False,,"For shortening the time of TaskTracker heartbeat, decouple the statics collection operations",Improvement,Open,Major,,2013-02-24T04:48:41.658+0000,2013-06-28T01:43:35.272+0000,,7,7,7,2
MAPREDUCE-5025,True True False,MAPREDUCE-4491,Key Distribution and Management for supporting crypto codec in Map Reduce,Sub-task,Open,Major,,2013-02-25T03:37:51.809+0000,2015-03-10T04:30:45.664+0000,,6,6,6,1
MAPREDUCE-5019,True False False,,Fair scheduler should allow peremption on reducer only,Improvement,Resolved,Minor,Not A Problem,2013-02-21T15:10:35.365+0000,2013-04-12T10:34:02.574+0000,2013-04-12T10:34:02.534+0000,2,2,2,0
MAPREDUCE-5018,True True True,,Support raw binary data with Hadoop streaming,New Feature,Patch Available,Minor,,2013-02-21T14:50:33.258+0000,2019-02-28T23:24:11.471+0000,,16,16,11,5
MAPREDUCE-5010,True True False,,use multithreading to speed up mergeParts  and try MapPartitionsCompleteEvent to schedule fetch in reduce ,Improvement,Open,Major,,2013-02-17T07:52:12.729+0000,2014-10-21T01:16:55.025+0000,,0,0,0,1
MAPREDUCE-5002,True False False,,AM could potentially allocate a reduce container to a map attempt,Bug,Resolved,Major,Fixed,2013-02-13T01:59:59.982+0000,2016-08-30T01:20:43.297+0000,2015-09-17T18:19:07.834+0000,23,23,9,7
MAPREDUCE-4968,True False False,,Separate MR user apis into a separate module,Improvement,Open,Major,,2013-01-30T12:42:45.073+0000,2013-01-30T12:42:45.073+0000,,0,0,0,0
MAPREDUCE-4961,True False False,,Map reduce running local should also go through ShuffleConsumerPlugin for enabling different MergeManager implementations,Bug,Patch Available,Major,,2013-01-25T07:26:04.854+0000,2015-05-06T03:27:28.859+0000,,12,12,8,2
MAPREDUCE-4949,True False False,,Enable multiple pi jobs to run in parallel,Improvement,Closed,Minor,Fixed,2013-01-18T22:29:38.772+0000,2013-02-15T13:10:03.130+0000,2013-01-22T16:29:12.378+0000,9,9,3,1
MAPREDUCE-4946,False True False,,Type conversion of map completion events leads to performance problems with large jobs,Bug,Closed,Critical,Fixed,2013-01-17T17:27:17.841+0000,2013-02-15T13:09:58.751+0000,2013-01-22T19:09:33.767+0000,16,16,8,2
MAPREDUCE-4917,True True False,,multiple BlockFixer should be supported in order to improve scalability and reduce too much work on single BlockFixer,Improvement,Resolved,Major,Won't Fix,2013-01-05T07:49:54.121+0000,2017-08-01T17:14:47.860+0000,2017-08-01T17:14:47.786+0000,7,7,3,2
MAPREDUCE-4912,False True False,,Investigate ways to clean up double job commit prevention,Bug,Open,Major,,2013-01-04T15:28:26.507+0000,2013-01-04T15:28:26.507+0000,,0,0,0,0
MAPREDUCE-4900,True True False,,Dynamic configuration for task slots on TT,New Feature,Open,Major,,2012-12-23T08:25:10.733+0000,2013-10-10T23:33:47.437+0000,,10,10,10,5
MAPREDUCE-4899,True False False,,Provide a plugin to the Yarn Web App Proxy to generate tracking links for M/R appllications given the ID,Improvement,Closed,Major,Fixed,2012-12-21T20:22:32.058+0000,2016-05-12T18:22:36.958+0000,2013-01-08T19:55:05.022+0000,35,35,22,13
MAPREDUCE-4891,True True False,,Pluggable merge at reduce side,New Feature,Resolved,Major,Duplicate,2012-12-19T03:05:40.959+0000,2016-05-12T18:22:45.730+0000,2012-12-19T06:32:54.083+0000,3,3,3,0
MAPREDUCE-4876,True False True,,Adopt a Tuple MapReduce API instead of classic MapReduce one,Wish,Open,Minor,,2012-12-13T17:01:45.673+0000,2013-01-21T10:22:19.029+0000,,2,2,2,0
MAPREDUCE-4868,True False False,,Allow multiple iteration for map,Improvement,Open,Major,,2012-12-11T02:26:21.382+0000,2016-05-12T18:23:29.678+0000,,7,7,7,0
MAPREDUCE-4863,True False False,MAPREDUCE-4502,Adding aggregationWaitMap for node-level combiner.,Sub-task,In Progress,Major,,2012-12-10T05:15:28.788+0000,2016-05-12T18:22:27.512+0000,,1,1,1,1
MAPREDUCE-4851,True False False,,add lifecycle to Comparators,Improvement,Resolved,Major,Not A Problem,2012-12-06T14:56:37.937+0000,2013-01-01T10:53:19.238+0000,2013-01-01T10:53:19.214+0000,9,9,9,0
MAPREDUCE-4847,False True False,,Command Parsing in Hadoop Streaming,Improvement,Open,Major,,2012-12-05T02:40:08.256+0000,2012-12-11T08:54:48.855+0000,,4,4,4,0
MAPREDUCE-4831,True False False,,Task commit can occur more than once due to AM retries,Bug,Resolved,Critical,Not A Problem,2012-11-29T20:14:52.958+0000,2013-02-27T23:38:02.331+0000,2013-02-27T23:38:02.285+0000,1,1,1,0
MAPREDUCE-4776,True True False,,Reducer Channels,New Feature,Open,Major,,2012-11-07T12:51:10.143+0000,2012-11-07T12:51:10.143+0000,,0,0,0,0
MAPREDUCE-4755,False True True,,Rewrite MapOutputBuffer to use direct buffers & allow parallel sort+collect,Improvement,Resolved,Major,Not A Problem,2012-10-27T08:37:37.706+0000,2016-05-12T18:22:59.584+0000,2014-10-06T19:40:24.257+0000,6,6,6,0
MAPREDUCE-4661,False True True,,Add HTTPS for WebUIs on Branch-1,Improvement,In Progress,Major,,2012-09-17T22:39:12.144+0000,2013-08-07T01:13:48.925+0000,,28,28,25,11
MAPREDUCE-4658,True False False,,Move tools JARs into separate lib directories and have common bootstrap script.,Improvement,Resolved,Major,Won't Fix,2012-09-14T16:19:43.326+0000,2014-05-14T21:13:08.872+0000,2014-05-14T21:13:08.792+0000,1,1,1,0
MAPREDUCE-4650,True False False,,Provide an ability to show task counters for a given task type in Web UI,Improvement,Open,Minor,,2012-09-11T09:57:14.875+0000,2012-09-11T11:39:58.133+0000,,2,2,2,1
MAPREDUCE-4616,False True False,,Improvement to MultipleOutputs javadocs,Improvement,Closed,Minor,Fixed,2012-08-31T10:15:29.818+0000,2013-02-15T13:09:52.378+0000,2012-10-11T17:24:06.858+0000,14,14,7,2
MAPREDUCE-4591,True False False,,Extend IFile format to include optional metadata,Improvement,Open,Major,,2012-08-25T00:18:37.283+0000,2012-08-25T00:21:21.177+0000,,0,0,0,0
MAPREDUCE-4590,True False False,,ReduceTask preemption,Improvement,Open,Major,,2012-08-25T00:18:25.267+0000,2012-08-25T00:21:10.037+0000,,0,0,0,0
MAPREDUCE-4589,True False False,,MapTask preemption,Improvement,Open,Major,,2012-08-25T00:17:46.053+0000,2012-08-25T00:20:57.005+0000,,0,0,0,0
MAPREDUCE-4588,False True False,,Map local segments as on-disk segments,Improvement,Open,Major,,2012-08-25T00:17:30.911+0000,2012-08-25T00:20:45.694+0000,,0,0,0,0
MAPREDUCE-4587,True False False,,Support fetch by key boundaries for memcmp types,Improvement,Open,Major,,2012-08-25T00:17:24.559+0000,2012-08-25T00:20:32.114+0000,,0,0,0,0
MAPREDUCE-4586,False True False,,Reduce large output segments directly from remote host,New Feature,Open,Major,,2012-08-25T00:17:18.165+0000,2012-12-11T18:54:41.671+0000,,2,2,2,0
MAPREDUCE-4585,True True False,,Checkpoint shuffle aggregation as map output,New Feature,Open,Major,,2012-08-25T00:17:11.935+0000,2012-08-27T19:19:48.778+0000,,3,3,3,1
MAPREDUCE-4584,True False False,,Umbrella: Preemption and restart of MapReduce tasks,New Feature,Open,Major,,2012-08-25T00:14:56.602+0000,2013-06-05T04:35:13.805+0000,,3,3,3,0
MAPREDUCE-4553,True False True,MAPREDUCE-4491,Key Protection :  Implement KeyProvider to read key from a WebService Based KeyStore,Sub-task,Resolved,Major,Won't Do,2012-08-13T16:54:23.197+0000,2017-10-16T19:42:35.665+0000,2017-10-16T19:42:35.623+0000,1,1,1,2
MAPREDUCE-4552,True True False,MAPREDUCE-4491,Encryption:  Add support for PGP Encryption,Sub-task,Resolved,Major,Won't Do,2012-08-13T16:51:12.610+0000,2017-10-16T19:44:07.271+0000,2017-10-16T19:44:07.226+0000,5,5,5,2
MAPREDUCE-4551,True True False,MAPREDUCE-4491,Key Protection :  Add ability to read keys and protect keys  in  JobClient and TTS/NodeManagers,Sub-task,Resolved,Major,Won't Do,2012-08-13T16:44:23.258+0000,2017-10-16T19:42:13.049+0000,2017-10-16T19:42:13.003+0000,3,3,3,2
MAPREDUCE-4550,True True False,MAPREDUCE-4491,Key Protection : Define Encryption and Key Protection interfaces and default implementations,Sub-task,Resolved,Major,Won't Do,2012-08-13T16:36:21.698+0000,2017-10-16T19:41:56.053+0000,2017-10-16T19:41:55.981+0000,3,3,3,2
MAPREDUCE-4525,True False False,MAPREDUCE-4502,Combiner per node,Sub-task,Open,Major,,2012-08-08T07:25:01.795+0000,2012-09-11T01:41:28.456+0000,,0,0,0,0
MAPREDUCE-4502,True True False,,Node-level aggregation with combining the result of maps,Improvement,Patch Available,Major,,2012-08-01T06:46:27.556+0000,2016-05-12T18:23:00.021+0000,,56,56,42,16
MAPREDUCE-4491,True True False,,Encryption and Key Protection,New Feature,Resolved,Major,Won't Do,2012-07-27T01:24:45.788+0000,2017-10-16T19:44:18.519+0000,2017-10-16T19:44:18.459+0000,22,22,22,3
MAPREDUCE-4468,True False False,,Encapsulate FairScheduler preemption logic into helper class,Improvement,Open,Minor,,2012-07-20T19:05:14.614+0000,2015-09-28T18:55:44.416+0000,,3,3,3,1
MAPREDUCE-4417,False True False,,add support for encrypted shuffle,New Feature,Closed,Major,Fixed,2012-07-10T00:15:57.660+0000,2012-10-11T17:48:49.130+0000,2012-07-26T13:26:43.427+0000,67,67,47,22
MAPREDUCE-4401,False True False,,Enhancements to MapReduce for Windows Server and Windows Azure development and runtime environments,Improvement,Resolved,Major,Fixed,2012-07-05T17:59:47.334+0000,2016-05-12T18:24:24.260+0000,2014-02-11T17:54:23.386+0000,1,1,1,0
MAPREDUCE-4365,False True False,,Shipping Profiler Libraries by DistributedCache,New Feature,Resolved,Major,Fixed,2012-06-25T07:20:33.819+0000,2012-06-28T16:14:29.813+0000,2012-06-28T01:11:39.501+0000,7,7,7,0
MAPREDUCE-4216,True True False,,Make MultipleOutputs generic to support non-file output formats,Improvement,Patch Available,Major,,2012-05-01T20:42:37.299+0000,2015-05-06T03:34:18.559+0000,,6,6,3,1
MAPREDUCE-4346,True True False,,Adding a refined version of JobTracker.getAllJobs() and exposing through the JobClient,Improvement,Patch Available,Major,,2012-06-18T08:27:41.090+0000,2015-05-06T03:32:09.819+0000,,27,27,15,4
MAPREDUCE-4305,True False False,,Implement delay scheduling in capacity scheduler for improving data locality,New Feature,Open,Major,,2012-06-01T22:14:20.285+0000,2013-10-08T03:00:17.555+0000,,27,27,27,8
MAPREDUCE-4265,True False False,,Support Queue type exclusive or shared,Improvement,Open,Major,,2012-05-16T23:51:30.614+0000,2012-05-16T23:51:30.614+0000,,0,0,0,0
MAPREDUCE-4256,True False False,,Improve resource scheduling,Improvement,Resolved,Major,Duplicate,2012-05-14T15:47:40.600+0000,2013-01-01T11:10:29.784+0000,2013-01-01T11:10:29.755+0000,8,8,8,0
MAPREDUCE-4229,False True False,,Counter names' memory usage can be decreased by interning,Improvement,Closed,Major,Fixed,2012-05-04T23:46:49.650+0000,2016-05-12T18:24:18.393+0000,2012-10-23T21:22:10.198+0000,37,37,26,5
MAPREDUCE-4168,True False False,,Support multiple network interfaces,New Feature,Reopened,Major,,2012-04-20T17:22:43.283+0000,2015-02-18T09:55:31.910+0000,,21,21,21,0
MAPREDUCE-4151,True False False,,RM scheduler web page should filter apps to those that are relevant to scheduling,Improvement,Closed,Major,Fixed,2012-04-13T14:27:48.780+0000,2012-10-11T17:48:48.298+0000,2012-04-17T20:08:05.898+0000,10,10,3,1
MAPREDUCE-4150,True True False,,Versioning and rolling upgrades for MR2,Improvement,Open,Major,,2012-04-13T08:36:28.695+0000,2014-12-28T18:31:41.245+0000,,8,8,8,0
MAPREDUCE-4131,True True False,,Update the HistoryStorage interface to be more complete and robust,Improvement,Open,Major,,2012-04-10T15:18:58.783+0000,2012-04-10T15:18:58.783+0000,,0,0,0,0
MAPREDUCE-4059,True True False,,The history server should have a separate pluggable storage/query interface,Improvement,Closed,Major,Fixed,2012-03-23T14:59:45.623+0000,2015-03-10T04:31:51.206+0000,2012-04-10T18:15:01.163+0000,37,37,25,7
MAPREDUCE-4058,True True False,,adjustable task priority,New Feature,Resolved,Major,Won't Fix,2012-03-23T01:07:01.186+0000,2014-07-17T15:05:39.003+0000,2014-07-17T15:05:38.973+0000,3,3,3,1
MAPREDUCE-4049,True True False,MAPREDUCE-2454,plugin for generic shuffle service,Sub-task,Closed,Major,Fixed,2012-03-21T12:19:05.265+0000,2016-05-12T18:24:16.649+0000,2012-12-11T14:29:10.982+0000,189,189,168,6
MAPREDUCE-4039,True True False,,Sort Avoidance,New Feature,Open,Minor,,2012-03-20T07:58:04.703+0000,2013-01-28T21:31:42.524+0000,,26,26,26,4
MAPREDUCE-3755,True False False,MAPREDUCE-3973,Add the equivalent of JobStatus to end of JobHistory file ,Sub-task,Resolved,Major,Won't Fix,2012-01-29T23:12:12.721+0000,2014-04-22T17:06:36.483+0000,2014-04-22T17:06:36.444+0000,2,2,2,0
MAPREDUCE-3945,True False False,MAPREDUCE-3101,JobHistoryServer should store tokens to authenticate clients across restart,Sub-task,Resolved,Major,Duplicate,2012-02-29T23:09:18.109+0000,2015-05-08T18:22:20.911+0000,2015-05-08T18:22:20.766+0000,2,2,2,0
MAPREDUCE-3902,True True False,,"MR AM should reuse containers for map tasks, there-by allowing fine-grained control on num-maps for users without need for CombineFileInputFormat etc.",Improvement,Open,Major,,2012-02-23T15:09:30.138+0000,2016-08-08T17:04:17.833+0000,,29,29,29,4
MAPREDUCE-3895,False True False,,Speculative execution algorithm in 1.0 is too pessimistic in many cases,Improvement,Open,Major,,2012-02-22T16:09:10.831+0000,2012-02-22T20:05:44.589+0000,,6,6,6,0
MAPREDUCE-3886,True False False,,add shutdown hook to shutdown a service; services to invoke,Improvement,Open,Major,,2012-02-21T12:30:39.299+0000,2015-03-10T04:31:50.029+0000,,0,0,0,0
MAPREDUCE-3851,False True False,,Allow more aggressive action on detection of the jetty issue,Bug,Closed,Major,Fixed,2012-02-10T22:16:18.722+0000,2012-08-31T13:20:07.997+0000,2012-03-18T03:27:53.382+0000,25,25,22,4
MAPREDUCE-3804,False True False,,yarn webapp interface vulnerable to cross scripting attacks,Bug,Closed,Major,Fixed,2012-02-03T21:34:56.047+0000,2012-03-05T02:49:54.645+0000,2012-02-06T22:42:19.476+0000,19,19,7,3
MAPREDUCE-3813,False True False,MAPREDUCE-3561,RackResolver should maintain a cache to avoid repetitive lookups.,Sub-task,Closed,Major,Fixed,2012-02-05T22:53:38.737+0000,2012-03-05T02:49:21.504+0000,2012-02-06T22:08:23.155+0000,17,17,6,1
MAPREDUCE-3718,False True False,MAPREDUCE-3561,Default AM heartbeat interval should be one second,Sub-task,Closed,Major,Fixed,2012-01-24T21:43:06.399+0000,2012-03-05T02:49:26.019+0000,2012-01-26T19:32:18.910+0000,15,15,4,1
MAPREDUCE-3623,False True False,MAPREDUCE-3101,Authorization of NM <=> RM with simple authentication mistakenly attempts kerberos when yarn.nodemanager.principal is defined,Sub-task,Resolved,Major,Duplicate,2012-01-05T17:22:02.105+0000,2015-03-10T04:32:29.284+0000,2013-04-27T01:46:54.119+0000,2,2,2,0
MAPREDUCE-3600,True False False,MAPREDUCE-3451,Add Minimal Fair Scheduler to MR2,Sub-task,Resolved,Major,Fixed,2011-12-27T01:01:50.668+0000,2012-08-03T17:35:30.623+0000,2012-08-03T17:35:30.540+0000,3,3,3,2
MAPREDUCE-3597,True False False,,Provide a way to access other info of history file from Rumentool,Improvement,Closed,Major,Fixed,2011-12-23T09:48:45.747+0000,2015-03-10T04:32:06.357+0000,2011-12-23T14:51:43.864+0000,32,32,20,8
MAPREDUCE-3580,True False False,,[Rumen] Rumen anonymizer should also parse and anonymize other job properties like 'mapreduce.output.fileoutputformat.compress.codec' etc,Improvement,Open,Major,,2011-12-19T06:42:38.853+0000,2016-05-12T18:24:39.543+0000,,0,0,0,0
MAPREDUCE-3566,False True False,MAPREDUCE-3561,MR AM slows down due to repeatedly constructing ContainerLaunchContext,Sub-task,Closed,Critical,Fixed,2011-12-15T19:57:00.545+0000,2012-03-05T02:48:57.206+0000,2012-01-05T01:35:09.622+0000,21,21,7,5
MAPREDUCE-3520,True False False,,Allow for metrics to be exchanged between maps and reduces,New Feature,Open,Major,,2011-12-08T16:13:28.034+0000,2015-03-10T04:32:52.850+0000,,2,2,2,0
MAPREDUCE-3501,True False False,,Fifo scheduler does not match host requests with host:port correctly,Bug,Open,Minor,,2011-12-02T15:44:43.137+0000,2015-03-10T04:32:37.238+0000,,0,0,0,0
MAPREDUCE-3512,False True False,MAPREDUCE-3561,Batch jobHistory disk flushes,Sub-task,Closed,Blocker,Fixed,2011-12-06T00:33:04.274+0000,2012-03-05T02:49:34.890+0000,2012-01-12T01:44:10.793+0000,24,24,12,3
MAPREDUCE-3508,True True False,,[Rumen] Rumen should provide simple trace filtering capabilities,New Feature,Open,Major,,2011-12-05T09:21:22.914+0000,2015-03-09T22:06:15.782+0000,,0,0,0,0
MAPREDUCE-3461,True False False,,Move hadoop-mapreduce-project/hadoop-yarn/hadoop-yarn-site to hadoop-site,Improvement,Open,Major,,2011-11-23T06:52:28.897+0000,2012-04-18T20:27:51.111+0000,,0,0,0,0
MAPREDUCE-3451,True False False,,Port Fair Scheduler to MR2,New Feature,Closed,Major,Fixed,2011-11-22T04:03:22.463+0000,2013-05-02T02:30:52.797+0000,2012-07-13T00:48:39.404+0000,73,73,59,9
MAPREDUCE-3397,True True False,MAPREDUCE-3247,Support no sort dataflow in map output and reduce merge phrase,Sub-task,Open,Major,,2011-11-14T10:10:44.868+0000,2012-01-12T17:56:21.806+0000,,7,7,7,1
MAPREDUCE-3382,True False False,,Network ACLs can prevent AMs to ping the Job-end notification URL,Bug,Closed,Critical,Fixed,2011-11-09T03:43:06.262+0000,2012-03-05T02:49:49.328+0000,2012-01-10T21:09:59.199+0000,18,18,6,2
MAPREDUCE-3367,True False False,,Consolidate MRv2 maven modules,Improvement,Resolved,Major,Duplicate,2011-11-07T17:20:51.226+0000,2011-11-07T17:50:29.270+0000,2011-11-07T17:50:29.230+0000,2,2,2,0
MAPREDUCE-3359,True False False,,Yarn clients / AM should be able to provide config options to the RM / NM,Improvement,Resolved,Major,Won't Fix,2011-11-04T19:08:18.597+0000,2011-11-05T01:10:16.917+0000,2011-11-05T01:10:16.866+0000,16,16,14,2
MAPREDUCE-3347,True False False,,Resource manager is not respawning MRAppMaster process if it goes down in the middle of job execution and the job is getting failed.,Bug,Resolved,Major,Invalid,2011-11-04T11:06:54.305+0000,2011-11-05T04:58:37.932+0000,2011-11-05T04:58:37.838+0000,2,2,2,0
MAPREDUCE-3323,True False False,,"Add new interface for Distributed Cache, which special  for Map or Reduce,but not Both.",Improvement,Resolved,Major,Won't Fix,2011-11-01T08:26:11.001+0000,2015-03-10T03:06:03.717+0000,2015-03-10T03:06:03.671+0000,6,6,5,0
MAPREDUCE-3297,True True False,,Move Log Related components from yarn-server-nodemanager to yarn-common,Task,Closed,Major,Fixed,2011-10-28T08:46:01.727+0000,2012-03-05T02:48:44.576+0000,2011-11-03T08:08:00.043+0000,15,15,4,1
MAPREDUCE-3289,False True False,,Make use of fadvise in the NM's shuffle handler,Improvement,Closed,Major,Fixed,2011-10-28T00:07:38.538+0000,2012-10-11T17:48:50.677+0000,2012-08-02T22:00:14.703+0000,28,28,20,8
MAPREDUCE-3256,True True False,MAPREDUCE-3101,Authorization checks needed for AM->NM protocol,Sub-task,Closed,Blocker,Fixed,2011-10-25T05:39:49.526+0000,2011-11-15T00:48:06.810+0000,2011-10-29T09:37:45.379+0000,25,25,10,5
MAPREDUCE-3251,True True False,,Network ACLs can prevent some clients to talk to MR ApplicationMaster,Task,Closed,Critical,Fixed,2011-10-24T15:40:35.190+0000,2012-03-05T02:49:45.235+0000,2012-01-10T23:10:57.305+0000,67,67,42,8
MAPREDUCE-3247,True True False,,Add hash aggregation style data flow and/or new API,New Feature,Open,Major,,2011-10-22T12:44:18.601+0000,2012-12-11T01:59:16.254+0000,,1,1,1,0
MAPREDUCE-3246,True False False,,Make Task extensible to support modifications of Task or even alternate programming paradigms,Improvement,Open,Major,,2011-10-22T09:03:25.554+0000,2011-11-27T14:37:35.463+0000,,7,7,4,3
MAPREDUCE-3240,True False False,,NM should send a SIGKILL for completed containers also,Bug,Closed,Blocker,Fixed,2011-10-21T14:38:08.822+0000,2011-11-15T00:48:08.639+0000,2011-10-27T12:04:54.603+0000,43,43,19,8
MAPREDUCE-3235,True True False,,Improve CPU cache behavior in map side sort,Improvement,Open,Major,,2011-10-20T17:30:18.474+0000,2013-08-15T18:47:11.871+0000,,25,25,25,3
MAPREDUCE-3231,True True False,,Improve Application Master And Job History UI Security,Improvement,Open,Major,,2011-10-20T15:32:58.580+0000,2011-10-31T13:46:03.990+0000,,9,9,9,1
MAPREDUCE-3041,True False False,,Enhance YARN Client-RM protocol to provide access to information such as cluster's Min/Max Resource capabilities similar to that of AM-RM protocol,Bug,Closed,Blocker,Fixed,2011-09-19T20:17:01.502+0000,2011-11-15T00:48:40.182+0000,2011-09-28T04:25:23.453+0000,19,19,9,3
MAPREDUCE-3169,True True False,,Create a new MiniMRCluster equivalent which only provides client APIs cross MR1 and MR2,Improvement,Closed,Major,Fixed,2011-10-11T18:53:18.695+0000,2013-05-02T02:29:46.888+0000,2011-11-17T23:21:04.252+0000,59,59,31,6
MAPREDUCE-3162,True False False,,Separate application-init and container-init event types in NM's ApplicationImpl FSM,Improvement,Closed,Minor,Fixed,2011-10-10T22:55:05.394+0000,2011-11-15T00:49:21.798+0000,2011-10-19T06:43:07.233+0000,33,33,20,4
MAPREDUCE-3121,True True False,,DFIP aka 'NodeManager should handle Disk-Failures In Place',Bug,Closed,Blocker,Fixed,2011-09-29T14:34:12.982+0000,2012-03-05T02:49:18.300+0000,2011-11-29T23:28:55.205+0000,50,50,36,5
MAPREDUCE-3086,True True False,,"Supporting range scan using TFile, TotalOrderPartitioner and partition index",Improvement,Open,Major,,2011-09-25T08:17:58.821+0000,2015-02-06T23:19:48.901+0000,,4,4,3,1
MAPREDUCE-3060,True False False,,Generic shuffle service,Improvement,Open,Major,,2011-09-21T16:46:34.778+0000,2013-01-24T15:14:56.518+0000,,2,2,2,0
MAPREDUCE-3055,True False False,,"Simplify parameter passing to Application Master from Client. SImplify approach to pass info such  appId, ClusterTimestamp and failcount required by App Master.",Bug,Closed,Minor,Fixed,2011-09-21T00:43:12.544+0000,2011-11-15T00:50:14.145+0000,2011-09-23T14:12:46.329+0000,18,18,9,2
MAPREDUCE-3050,True False False,,YarnScheduler needs to expose Resource Usage Information,Bug,Closed,Blocker,Fixed,2011-09-20T17:05:13.388+0000,2015-03-10T04:31:39.473+0000,2011-09-30T22:20:31.600+0000,39,39,28,7
MAPREDUCE-3034,True False False,,NM should act on a REBOOT command from RM,Bug,Resolved,Critical,Fixed,2011-09-19T13:57:52.225+0000,2012-03-06T13:30:31.822+0000,2012-03-06T00:53:36.801+0000,66,66,47,9
MAPREDUCE-2986,True True False,,Multiple node managers support for the MiniYARNCluster,Task,Closed,Critical,Fixed,2011-09-12T19:09:15.091+0000,2011-11-15T00:49:23.575+0000,2011-10-27T12:43:24.137+0000,41,41,25,17
MAPREDUCE-2980,False True True,,Fetch failures and other related issues in Jetty 6.1.26,Bug,Open,Major,,2011-09-09T23:42:45.173+0000,2014-08-24T07:12:12.078+0000,,24,24,24,0
MAPREDUCE-2973,True True False,,Logic for determining whether to create a new JVM can interfere with Capacity-Scheduler and JVM reuse,Bug,Open,Minor,,2011-09-09T16:41:44.006+0000,2011-09-09T21:40:15.361+0000,,7,7,7,1
MAPREDUCE-2966,True False False,,Add ShutDown hooks for MRV2 processes,Improvement,Closed,Major,Fixed,2011-09-09T08:40:16.515+0000,2015-03-16T17:57:16.559+0000,2011-09-14T18:05:39.600+0000,15,15,6,2
